iter	M_lnV_dist(1)	M_lnk_e(1)	M_lnk_a(1)	V_lnV_dist(1)	V_lnk_e(1)	V_lnk_a(1)	Ve_lnC_rest(1)	lnV_dist(1.1)	lnk_e(1.1)	lnk_a(1.1)	lnV_dist(1.1.1)	lnk_e(1.1.1)	lnk_a(1.1.1)	lnV_dist(1.2)	lnk_e(1.2)	lnk_a(1.2)	lnV_dist(1.2.1)	lnk_e(1.2.1)	lnk_a(1.2.1)	LnPrior	LnData	LnPosterior
960	-1.44601	-1.48688	-5.72791	0.122205	0.39905	0.0571027	0.480487	-2.03133	-1.50023	-5.65015	-2.01904	-1.66106	-5.65608	-1.2354	-2.0484	-5.79068	-1.14229	-2.12065	-5.88921	-1.066477e+00	-3.666711e+01	-3.773359e+01
970	-1.34003	-1.70755	-5.72791	0.0567305	0.968994	0.0312299	0.489805	-1.59038	-1.6794	-5.57555	-1.41767	-1.63806	-5.60233	-1.39428	-0.0718819	-5.85484	-1.49775	-2.42122	-5.64556	-9.882518e+00	-3.637182e+01	-4.625434e+01
980	-1.61946	-0.0952753	-5.68851	0.144947	2.29157	0.15436	0.498889	-1.66054	-0.327861	-5.68826	-1.31803	-1.38106	-5.77363	-1.85127	-0.933257	-5.69677	-1.75257	-0.398976	-5.12987	-9.291587e+00	-3.609800e+01	-4.538958e+01
990	-1.64597	-1.20381	-5.43837	0.278813	0.834428	0.176344	0.476327	-1.58265	-1.40204	-5.17234	-1.59392	-0.29962	-5.18225	-1.24247	-0.0680787	-5.26399	-1.87544	-0.836913	-5.46283	-1.006663e+01	-3.680387e+01	-4.687050e+01
1000	-1.54832	-0.861995	-4.86977	0.142215	0.276407	0.123743	0.481974	-1.81751	-1.33989	-4.62116	-1.7955	-1.05801	-4.55673	-1.46542	-0.603064	-5.26543	-1.33494	-1.38757	-4.73629	-3.458288e+00	-3.661895e+01	-4.007724e+01
1010	-2.0507	-1.91761	-5.13026	0.231754	0.650222	0.123743	0.467707	-1.04722	-1.50284	-5.17933	-1.11146	-0.316446	-4.96225	-1.77516	-2.47769	-4.96252	-1.13203	-2.80555	-5.1402	-9.146114e+00	-3.709753e+01	-4.624365e+01
1020	-1.5328	-0.141204	-4.64439	0.102975	0.101208	0.101018	0.435117	-1.34719	-0.598856	-4.97722	-1.18827	-0.239699	-5.49489	-1.94903	-0.492048	-4.62467	-2.03534	-0.372564	-4.61016	7.271834e-01	-3.834645e+01	-3.761926e+01
1030	-2.07965	-0.244975	-4.52595	0.100935	0.101271	0.208813	0.472831	-1.62691	-0.139024	-4.9196	-1.22898	-0.0387198	-5.52211	-2.10586	-0.105605	-4.68385	-1.96191	-0.041063	-4.20561	1.912114e+00	-3.692127e+01	-3.500915e+01
1040	-1.5097	-0.24151	-4.58684	0.0998745	0.101271	0.274491	0.449991	-1.6431	-0.162513	-5.3941	-1.72249	-0.447633	-5.23373	-1.82088	-0.31349	-4.17755	-1.67201	-0.399028	-4.34518	2.362016e-01	-3.774751e+01	-3.751131e+01
1050	-1.96595	-0.52527	-4.82845	0.140724	0.163464	0.0902272	0.479589	-1.9157	-0.426918	-5.44953	-1.92082	-0.740209	-5.46563	-1.76885	-0.0582864	-4.80532	-1.56616	-0.412238	-4.55094	9.691202e-01	-3.669637e+01	-3.572725e+01
1060	-1.91196	-0.0300655	-4.87979	0.140724	0.359201	0.158473	0.499975	-1.79809	-0.17257	-5.04796	-1.7919	-0.0596226	-5.42077	-1.62038	-0.403772	-4.66374	-2.00913	-0.357485	-4.24124	-1.089545e+00	-3.606616e+01	-3.715570e+01
1070	-1.50317	-0.920439	-4.88781	0.125538	0.151888	0.433936	0.499766	-1.52687	-1.09696	-5.15271	-1.5233	-1.34908	-5.30917	-1.3508	-0.733697	-3.89164	-1.63641	-0.866717	-4.58459	-4.535135e+00	-3.607226e+01	-4.060739e+01
1080	-1.66364	-1.98713	-4.65006	0.248165	0.103112	0.0947725	0.480795	-1.82118	-1.51135	-4.96121	-0.902589	-1.34624	-5.66981	-1.95434	-2.23903	-5.05573	-1.46089	-1.77249	-4.60675	-6.949386e+00	-3.665711e+01	-4.360650e+01
1090	-1.58728	-1.52796	-4.7586	0.141871	0.103112	0.198087	0.458643	-1.8374	-1.49233	-5.56427	-1.602	-1.54602	-4.95765	-2.08914	-1.9831	-4.6222	-1.62689	-2.07152	-4.53697	-2.658933e+00	-3.742193e+01	-4.008087e+01
1100	-1.76314	-1.60338	-5.21259	0.153774	0.103112	0.0632774	0.465067	-1.69777	-1.49771	-5.93551	-1.61839	-1.45595	-5.46871	-1.60547	-2.33786	-4.99727	-1.28233	-2.23724	-4.82457	-4.263005e+00	-3.719032e+01	-4.145332e+01
1110	-1.38638	-1.69489	-5.6831	0.173387	0.103112	0.119338	0.485684	-1.73243	-1.50168	-5.69415	-1.4416	-1.37033	-5.85616	-1.79847	-1.37429	-5.04268	-1.01512	-2.07088	-5.54084	-4.953717e+00	-3.650056e+01	-4.145428e+01
1120	-1.74814	-0.543038	-5.86105	0.193489	0.138594	0.119338	0.493591	-1.92843	-1.0839	-5.9471	-1.88438	-0.758134	-5.16829	-1.31105	-0.863304	-5.77256	-1.56341	-0.851162	-5.0046	-3.295396e+00	-3.625606e+01	-3.955145e+01
1130	-1.93667	-0.71307	-5.80961	0.0737132	0.236485	0.0818816	0.49119	-1.83633	-0.55809	-5.89755	-1.72141	-0.884224	-5.99137	-1.60944	-0.676019	-5.86293	-1.56582	-0.965844	-5.92282	3.994044e+00	-3.632919e+01	-3.233514e+01
1140	-1.91275	-0.399678	-5.73806	0.124559	0.217142	0.0876328	0.486006	-1.70729	-0.422286	-5.96031	-1.93942	-0.390414	-5.89301	-1.62714	-0.3615	-5.86293	-1.24921	-1.47392	-5.81624	7.451521e-01	-3.649039e+01	-3.574523e+01
1150	-1.68701	-0.0866429	-5.97543	0.0413415	0.217142	0.133183	0.49781	-1.71971	-0.163256	-5.8123	-1.67253	-0.51104	-5.78678	-1.41143	-0.00426017	-5.7085	-1.19422	-0.190555	-5.23698	2.926507e+00	-3.612981e+01	-3.320330e+01
1160	-1.61052	-0.267593	-5.78003	0.145205	0.156043	0.0701336	0.49836	-2.10627	-0.518807	-5.33416	-1.8558	-0.653268	-5.35757	-1.57653	-0.268311	-5.7391	-1.29766	-0.159077	-5.84235	2.511969e+00	-3.611357e+01	-3.360161e+01
1170	-1.94614	-0.239205	-5.88531	0.0930907	0.156043	0.181272	0.471757	-1.84144	-1.09093	-5.60137	-1.92916	-1.25407	-5.21989	-1.69544	-0.422096	-5.67875	-1.84085	-0.23887	-5.67772	1.344839e+00	-3.695781e+01	-3.561297e+01
1180	-1.94226	-0.39891	-5.65601	0.0930907	0.156043	0.227558	0.49607	-1.90927	-1.09039	-5.88543	-1.77627	-0.707797	-5.68961	-1.58739	-0.0731231	-5.93655	-1.74631	-0.0354583	-5.3075	1.999337e-01	-3.618155e+01	-3.598162e+01
1190	-2.01924	-0.364894	-5.33041	0.222581	0.574181	0.202446	0.491676	-1.91075	-0.124957	-5.36107	-1.54962	-0.662058	-5.47912	-1.73832	-0.675351	-5.43105	-1.22135	-0.753088	-5.90313	-4.906572e+00	-3.631433e+01	-4.122090e+01
1200	-1.80416	-0.786417	-5.95616	0.342057	0.115788	0.182774	0.470226	-1.89409	-0.690153	-5.16018	-1.58906	-0.905388	-5.14361	-1.85592	-0.992168	-5.36521	-1.31155	-1.07479	-4.86313	-3.004920e+00	-3.701024e+01	-4.001516e+01
1210	-2.08561	-1.23888	-4.63496	0.210099	0.171767	0.727388	0.468164	-1.78056	-1.00261	-4.7679	-1.77765	-0.934877	-4.84536	-1.84146	-1.07985	-4.16872	-1.95258	-0.743764	-4.89832	-6.080105e+00	-3.708161e+01	-4.316172e+01
1220	-1.75287	-1.54196	-4.41082	0.0844124	0.143595	0.4555	0.456355	-1.97967	-1.29786	-5.65104	-1.85897	-0.988984	-5.71612	-1.51248	-1.38915	-3.7192	-1.74332	-1.75842	-2.66963	-5.859312e+00	-3.750647e+01	-4.336578e+01
1230	-1.96874	-1.68476	-2.3497	0.24524	0.0904198	0.832876	0.459778	-1.33582	-1.91263	-3.06628	-0.86628	-1.79195	-4.4008	-1.63109	-1.1143	-3.06996	-1.78289	-0.758811	-2.40191	-1.132702e+01	-3.738040e+01	-4.870742e+01
1240	-1.95198	-0.877579	-2.2532	0.0736469	0.723539	0.299006	0.486793	-2.07823	-0.573836	-2.58261	-2.00879	-2.00499	-2.962	-1.6312	-0.900477	-3.06878	-1.72893	-1.38167	-2.7462	-8.280085e+00	-3.646562e+01	-4.474571e+01
1250	-1.49643	-0.678231	-2.09663	0.0736469	0.420281	0.14055	0.475494	-1.78883	-0.669471	-1.86238	-1.83176	-1.44763	-1.49831	-1.83072	-0.179468	-2.24002	-1.74238	-0.217802	-2.11635	-2.673439e+00	-3.683166e+01	-3.950509e+01
1260	-2.05937	-0.786836	-1.10496	0.0519282	0.237344	0.209984	0.483101	-1.87586	-0.861279	-0.478464	-1.93402	-0.860478	-0.180637	-1.58248	-0.592433	-2.04237	-2.05614	-0.291813	-2.42228	-6.543133e+00	-3.658273e+01	-4.312586e+01
1270	-2.07525	-1.43285	-0.994628	0.255066	0.383136	0.187884	0.485347	-2.01506	-0.828851	-1.1338	-1.88987	-1.84071	-0.217931	-1.56028	-1.46192	-1.19224	-1.28614	-0.800387	-1.94611	-9.676571e+00	-3.651121e+01	-4.618778e+01
1280	-1.54952	-0.593363	-0.366844	0.202263	0.314938	0.142812	0.459542	-1.36951	-0.254516	-0.81006	-1.37685	-0.882389	-0.982155	-1.20359	-1.30844	-0.70851	-1.67505	-2.04693	-0.874522	-5.376746e+00	-3.738902e+01	-4.276577e+01
1290	-1.99306	-0.974216	-0.999526	0.320448	0.0639655	0.142812	0.469651	-1.77269	-1.51164	-0.947996	-0.885934	-1.30905	-0.792489	-1.49045	-0.844588	-1.20136	-1.77582	-1.18627	-1.23816	-3.605467e+00	-3.703006e+01	-4.063553e+01
1300	-1.65897	-1.45816	-0.89207	0.15074	0.132571	0.150453	0.431613	-0.594683	-1.56999	-0.642904	-0.339787	-1.4121	-0.394246	-1.48341	-1.45382	-1.04853	-1.49393	-0.974706	-1.18467	-3.155940e+00	-3.849525e+01	-4.165119e+01
1310	-0.650981	-2.01706	-0.166434	0.251136	0.132571	0.267657	0.498751	-1.18174	-2.33322	-0.0979859	-1.60478	-2.3954	-0.944652	-0.932441	-1.97697	-1.18612	-1.82908	-2.08501	-1.44726	-6.768990e+00	-3.610207e+01	-4.287106e+01
1320	-0.284724	-2.12642	-0.39898	0.125206	0.132571	0.0889812	0.471082	-0.333895	-2.39934	-0.227526	-0.645247	-2.58653	-0.219913	-0.714996	-1.80872	-0.427196	-1.15724	-1.68029	-0.0845986	1.685126e+00	-3.698089e+01	-3.529576e+01
1330	-0.258485	-1.78303	-1.09392	0.360544	0.100631	0.317743	0.474164	-0.525242	-1.54565	-0.791426	-1.03999	-1.56362	-0.791958	-0.891922	-1.86523	-0.456108	-0.518783	-2.04509	-0.097989	-4.546705e+00	-3.687625e+01	-4.142296e+01
1340	-0.266592	-1.74693	-0.892298	0.24281	0.177087	0.950217	0.483081	-0.88526	-1.46642	-1.16973	-0.105292	-1.61145	-1.59486	-0.113328	-1.93671	-1.24097	-0.561124	-1.38062	-0.941325	-1.048162e+01	-3.658339e+01	-4.706501e+01
1350	-0.322409	-2.05544	-1.20454	0.171758	0.177087	0.37727	0.46191	-0.85696	-1.87693	-0.688787	-0.989619	-1.35973	-0.251659	-0.418548	-1.40052	-2.45661	-0.442684	-1.52667	-2.69254	-7.655735e+00	-3.730308e+01	-4.495881e+01
1360	-0.641768	-0.971134	-2.79341	0.0727841	0.177087	0.783596	0.49533	-0.857438	-1.04629	-1.3178	-1.11744	-1.62283	-0.775702	-0.63462	-1.40052	-2.27646	-0.606423	-1.42161	-3.35833	-9.050151e+00	-3.620369e+01	-4.525384e+01
1370	-0.953639	-0.971134	-1.42974	0.11882	0.0545332	0.533034	0.489475	-0.672329	-1.25636	-0.960575	-0.666007	-1.53533	-1.10826	-0.868604	-0.956628	-0.824403	-0.955665	-0.748346	-0.800727	-3.770654e+00	-3.638202e+01	-4.015267e+01
1380	-0.665992	-1.44878	-1.30123	0.11882	0.0628284	0.0652647	0.463097	-1.23807	-1.25636	-1.20845	-0.92266	-1.62533	-1.63322	-0.506527	-1.30701	-1.56425	-0.355569	-1.11353	-1.35289	-3.476500e-01	-3.726045e+01	-3.760810e+01
1390	-0.477399	-1.42351	-1.45887	0.11882	0.0628284	0.0652647	0.473708	-1.21378	-2.0266	-1.28424	-1.40261	-2.23667	-1.16636	-0.46395	-1.30701	-1.36224	-0.814297	-1.43933	-0.757858	-3.660711e+00	-3.689161e+01	-4.055232e+01
1400	-0.662925	-1.65181	-1.5483	0.13599	0.0628284	0.632599	0.458993	-1.05526	-1.71841	-1.63716	-1.04056	-1.6408	-0.857487	-0.658822	-1.51771	-2.60111	-1.02668	-1.7021	-2.33942	-5.124841e+00	-3.740910e+01	-4.253395e+01
1410	-0.911316	-1.70544	-2.38121	0.13662	0.120302	0.291422	0.489326	-1.0234	-1.54903	-2.29467	-1.26826	-1.31861	-2.95846	-0.848941	-1.6656	-2.39018	-1.09673	-1.19102	-2.48497	-2.529533e+00	-3.638663e+01	-3.891616e+01
1420	-1.13452	-1.82768	-2.95514	0.0878543	0.120302	0.145069	0.492532	-0.890391	-1.75217	-2.19089	-0.723003	-1.58469	-2.27157	-1.14333	-1.8827	-2.55028	-1.41038	-1.50665	-2.66337	-6.922446e-01	-3.628821e+01	-3.698045e+01
1430	-1.78338	-2.02891	-2.49071	0.435588	0.0748008	0.059462	0.490317	-0.461667	-2.06096	-2.24347	-1.7182	-1.99318	-2.04099	-1.80251	-2.14901	-2.27458	-1.20886	-1.57751	-2.13106	-5.944434e+00	-3.635601e+01	-4.230045e+01
1440	-0.17394	-2.16413	-2.52424	0.199957	0.158471	0.369426	0.479203	-0.773164	-1.53817	-2.67706	-1.14315	-1.60395	-2.35451	-1.04434	-2.2484	-2.63152	-0.92026	-1.62097	-3.06182	-8.064848e+00	-3.670899e+01	-4.477384e+01
1450	-0.344541	-2.30027	-3.12322	0.0605914	0.218551	0.145799	0.492525	-0.186963	-2.08828	-3.92434	-0.41492	-1.7111	-4.35128	-0.557255	-1.65867	-3.17028	-0.653633	-1.48777	-2.32982	-5.056549e+00	-3.628843e+01	-4.134498e+01
1460	-0.242353	-1.72223	-3.53623	0.142707	0.111003	0.145799	0.474415	-0.149558	-1.30866	-3.58832	-0.177047	-1.60731	-3.84632	-0.398578	-1.93952	-3.19435	-0.326581	-1.76164	-2.80691	1.444247e+00	-3.686780e+01	-3.542355e+01
1470	-0.386223	-1.01709	-4.46213	0.313227	0.121911	0.784608	0.492607	-0.386641	-0.973533	-4.16331	-0.483371	-1.39242	-4.6839	-0.244694	-0.94034	-3.87287	-0.162045	-0.549984	-5.27179	-9.128471e+00	-3.628591e+01	-4.541438e+01
1480	-1.0618	-0.620375	-5.19091	0.253217	0.100639	0.166261	0.471406	-0.883628	-0.573605	-5.54026	-0.252774	-0.427464	-5.38047	-0.612001	-1.31729	-4.54156	-0.23883	-1.16755	-4.71846	-4.987574e+00	-3.696979e+01	-4.195737e+01
1490	-0.388067	-0.385071	-5.25995	0.0728605	0.0752145	0.265145	0.48383	-0.685124	-0.244544	-5.67645	-0.430269	-0.100908	-5.70468	-0.500198	-0.301072	-4.99704	-0.478871	-0.345256	-3.78073	-7.706529e-01	-3.655942e+01	-3.733007e+01
1500	-0.637306	-0.375044	-5.25912	0.0934478	0.0651336	0.2857	0.455492	-0.870364	-0.324826	-4.77505	-0.297802	-0.104795	-4.94109	-0.223372	-0.701746	-5.47479	-0.145434	-0.573786	-4.54227	-3.218298e+00	-3.753864e+01	-4.075694e+01
1510	-0.0953475	-0.434171	-5.46982	0.0863046	0.0757259	0.426465	0.495981	-0.267348	-0.244319	-4.85322	-0.373032	-0.39263	-5.45493	-0.208359	-0.385378	-5.21579	-0.304071	-0.338276	-4.84167	1.485748e+00	-3.618420e+01	-3.469846e+01
1520	-0.168214	-0.584465	-5.46696	0.120502	0.120762	0.261716	0.495603	-0.286396	-0.831419	-4.87757	-0.664599	-0.580456	-5.65453	-0.334518	-0.491505	-5.23341	-0.475961	-1.01074	-5.58426	-1.696184e+00	-3.619550e+01	-3.789168e+01
1530	-0.644624	-0.593721	-3.76116	0.123707	0.117315	0.14509	0.498127	-0.165105	-0.388342	-3.9415	-0.292686	-0.359518	-4.23832	-0.699266	-0.700681	-4.84191	-0.965946	-0.536069	-5.03871	-2.407172e+00	-3.612045e+01	-3.852762e+01
1540	-0.996634	-0.455388	-3.24306	0.0747765	0.0680019	0.840386	0.480391	-0.941612	-0.388538	-2.57264	-0.802596	-0.00605842	-3.86296	-0.774988	-0.270535	-4.0016	-0.25421	-0.401939	-4.38938	-7.726183e+00	-3.667021e+01	-4.439639e+01
1550	-1.86243	-0.134	-4.18922	0.704727	0.161025	0.350816	0.499812	-0.457187	-0.0606486	-4.21642	-0.747443	-0.306922	-3.26294	-0.280841	-0.877755	-4.3168	-0.383008	-0.912425	-3.78155	-1.185239e+01	-3.607092e+01	-4.792331e+01
1560	-1.18054	-1.04543	-3.15552	1.19559	0.0948968	0.104029	0.493093	-1.16276	-0.966213	-2.79927	-0.967168	-0.599695	-3.10977	-0.889156	-1.26121	-3.12703	-0.950765	-1.24114	-3.75194	-7.597870e+00	-3.627115e+01	-4.386902e+01
1570	-0.396822	-0.914841	-3.26244	0.487687	0.102158	0.0874989	0.494811	-0.810977	-0.894856	-3.13051	-0.379644	-1.35087	-3.31613	-0.846586	-1.36006	-2.86858	-0.598501	-1.55566	-2.86264	-3.646066e+00	-3.621927e+01	-3.986534e+01
1580	-0.092345	-0.359251	-3.09947	0.402493	0.0541579	0.0742764	0.480237	-1.17836	-0.278985	-2.52752	-1.41319	-0.670236	-2.13238	-2.0426	-0.343228	-2.91677	-1.33295	-0.502535	-3.20882	-9.331733e+00	-3.667523e+01	-4.600696e+01
1590	-0.296152	-0.29779	-2.64404	0.471255	0.326216	0.129625	0.482493	-0.794565	-0.526153	-2.52752	-0.22232	-0.986204	-2.72975	-0.343688	-0.515737	-2.81909	-0.940895	-0.359567	-3.04675	-4.886222e+00	-3.660225e+01	-4.148847e+01
1600	-1.74161	-0.660706	-3.20559	0.482764	0.0867903	0.101523	0.492743	-0.756519	-0.603956	-3.11712	-0.534048	-1.14967	-2.82003	-1.14471	-0.0447856	-2.81909	-0.48017	-0.159429	-2.76429	-6.156456e+00	-3.628179e+01	-4.243825e+01
1610	-2.08713	-0.530778	-2.61802	0.276103	0.0867903	0.277607	0.464479	-2.08271	-0.504769	-2.69701	-1.71676	-0.526794	-3.17797	-1.00574	-0.578863	-2.51765	-0.767358	-0.850785	-3.12253	-3.446725e+00	-3.721117e+01	-4.065789e+01
1620	-1.31423	-0.579038	-1.99961	0.154203	0.208051	0.246029	0.482989	-1.93323	-0.839047	-2.97604	-1.9686	-2.17737	-3.33735	-1.60532	-0.268951	-3.1512	-1.03703	-0.500497	-3.80863	-1.353444e+01	-3.658633e+01	-5.012077e+01
1630	-0.85921	-0.901076	-2.20186	0.107312	0.225558	0.291167	0.499588	-1.18392	-1.01714	-1.46762	-1.10861	-0.83218	-1.23333	-0.75105	-0.0940283	-3.02157	-0.814621	-0.0406534	-2.30744	-6.020246e+00	-3.607746e+01	-4.209771e+01
1640	-1.0476	-0.0495018	-2.14178	0.173485	0.222354	0.190301	0.490803	-1.08771	-0.0133302	-2.04077	-1.172	-0.554164	-2.10501	-0.658196	-0.245632	-1.93322	-0.24943	-0.0978226	-2.17826	-8.251237e-01	-3.634108e+01	-3.716620e+01
1650	-1.16878	-0.221913	-1.77801	0.298255	0.128141	0.0958703	0.481625	-1.23641	-0.384839	-1.80319	-1.06395	-0.189062	-1.83669	-0.524333	-0.0818505	-1.53567	-0.304182	-0.261066	-1.33187	5.343648e-01	-3.663023e+01	-3.609587e+01
1660	-1.1674	-0.137216	-1.56576	0.214135	0.204059	0.125511	0.434555	-1.08594	-0.369982	-1.78362	-0.794951	-0.756276	-1.76658	-1.28852	-0.324871	-1.53567	-1.55378	-0.265742	-1.23473	-1.119697e-01	-3.837010e+01	-3.848207e+01
1670	-0.709802	-0.857226	-1.15017	0.172964	0.205084	0.26686	0.429137	-0.573447	-0.0180894	-1.27544	-0.422596	-0.607876	-1.02547	-1.05264	-0.691924	-1.37069	-0.852142	-1.00572	-1.32418	-4.601987e+00	-3.860226e+01	-4.320425e+01
1680	-0.502704	-0.159536	-0.232677	0.201957	0.736652	0.06972	0.442015	-0.43609	-0.0666646	-0.0349135	-0.900043	-1.22448	-0.122099	-0.846519	-1.50199	-0.140621	-1.13075	-2.12182	-0.656897	-6.391355e+00	-3.806228e+01	-4.445363e+01
1690	-1.19832	-2.05341	-0.236657	0.0751092	0.62672	0.0789263	0.442145	-1.23685	-1.31578	-0.0482165	-1.37819	-0.766736	-0.108383	-1.34156	-1.41639	-0.433281	-1.18239	-0.471417	-0.771671	-3.457897e+00	-3.805703e+01	-4.151493e+01
1700	-1.45773	-0.852403	-1.05533	0.284272	0.686468	0.214545	0.476445	-0.820266	-0.812218	-0.291789	-0.210243	-0.394585	-0.777905	-1.32684	-1.66715	-0.372036	-1.12382	-2.86016	-0.685365	-1.326289e+01	-3.679994e+01	-5.006283e+01
1710	-1.07917	-1.0739	-0.87201	0.346719	0.733356	0.0921631	0.495983	-1.14944	-1.11589	-0.608644	-1.10777	-1.04915	-0.974392	-1.85414	-2.10841	-0.822926	-1.93545	-1.86569	-0.839838	-8.880887e+00	-3.618412e+01	-4.506501e+01
1720	-0.842231	-1.00626	-1.17884	0.142234	0.236295	0.179628	0.484369	-0.88138	-1.2131	-0.823156	-0.750742	-1.70892	-0.49328	-1.69118	-0.336059	-1.30176	-0.983851	-0.511117	-0.994871	-6.914007e+00	-3.654226e+01	-4.345627e+01
1730	-1.87995	-1.66044	-0.855784	0.280964	0.125738	0.106033	0.491407	-1.25505	-1.6281	-1.41776	-1.8813	-1.80364	-1.5166	-1.5388	-1.32315	-1.3089	-1.1525	-1.23967	-0.783301	-4.569112e+00	-3.632256e+01	-4.089167e+01
1740	-2.01649	-1.70144	-1.01998	0.128573	0.605861	0.183315	0.495891	-1.32183	-1.89118	-1.67416	-1.66389	-1.11576	-1.99485	-1.94114	-2.34423	-0.16303	-1.91608	-1.63058	-0.0310951	-9.716767e+00	-3.618688e+01	-4.590365e+01
1750	-1.76454	-2.21158	-0.12793	0.187901	0.271435	0.215762	0.491762	-1.60226	-2.3415	-0.0116106	-0.789469	-2.24437	-0.476156	-1.42893	-2.41062	-0.424477	-1.03805	-2.99237	-1.34254	-6.141855e+00	-3.631169e+01	-4.245355e+01
1760	-1.13852	-2.09396	-0.409618	0.100035	0.0783475	0.198132	0.47699	-1.34991	-1.80196	-0.126638	-1.35537	-1.6932	-0.464122	-1.29389	-2.21622	-0.724502	-1.24875	-2.06294	-0.594551	2.129305e+00	-3.678187e+01	-3.465257e+01
1770	-1.20211	-1.73202	-0.935589	0.161028	0.116756	0.0650404	0.489306	-1.93322	-1.48727	-0.907534	-1.86494	-1.83074	-1.40844	-1.2033	-1.78453	-1.00361	-1.43691	-2.29662	-1.06966	-1.626808e+00	-3.638725e+01	-3.801406e+01
1780	-1.43687	-1.49048	-1.28878	0.145364	0.125379	0.103346	0.482548	-1.40006	-1.50005	-0.905082	-1.45309	-1.51934	-1.46367	-1.48898	-1.9011	-1.38394	-1.54693	-1.84092	-1.35462	3.483453e-01	-3.660049e+01	-3.625215e+01
1790	-1.50796	-1.86599	-1.36754	0.126402	0.328947	0.0649755	0.497685	-1.34839	-1.61274	-1.12502	-1.91413	-1.24706	-1.05442	-2.09654	-1.00607	-1.38222	-1.91249	-0.606529	-1.52294	-3.683280e+00	-3.613353e+01	-3.981681e+01
1800	-1.18976	-1.65154	-1.28613	0.0838632	0.191719	0.0855107	0.494649	-1.25609	-1.38807	-1.20287	-1.54602	-1.8579	-1.07345	-1.12773	-1.68986	-1.38222	-1.72037	-2.2897	-1.52294	-1.188259e+00	-3.622412e+01	-3.741238e+01
1810	-0.966519	-0.983879	-1.45301	0.0781921	0.121205	0.0693645	0.498616	-1.2136	-0.796206	-1.31924	-1.43089	-0.859881	-1.22888	-0.721655	-0.748596	-1.65041	-0.680374	-0.649073	-1.35452	2.682952e+00	-3.610603e+01	-3.342307e+01
1820	-0.10802	-0.732064	-0.917488	0.136349	0.150285	0.0990853	0.494461	-0.367938	-1.42122	-1.46044	-0.397859	-1.79031	-1.47726	-0.151533	-0.904973	-0.858947	-0.176378	-0.69398	-1.05918	8.267727e-01	-3.622979e+01	-3.540302e+01
1830	-0.157242	-0.968533	-0.85283	0.0728714	0.150285	0.0747643	0.453725	-0.317195	-2.00044	-0.622107	-0.582861	-1.79031	-1.34862	-0.184498	-0.43309	-0.963171	-0.415018	-0.542826	-1.23555	-3.616061e+00	-3.760502e+01	-4.122108e+01
1840	-0.270384	-0.747374	-0.734287	0.0728714	0.0852651	0.18112	0.452709	-0.331608	-0.62053	-0.230113	-0.212597	-0.767223	-0.160363	-0.278558	-1.14719	-0.662821	-0.350564	-1.08421	-1.59602	1.017319e+00	-3.764351e+01	-3.662619e+01
1850	-0.125063	-0.240411	-1.31736	0.182879	0.686252	0.0505184	0.437897	-0.1475	-0.663403	-1.28607	-0.560889	-1.47145	-1.08836	-0.230384	-0.88092	-1.3492	-0.838686	-0.842531	-1.23056	-3.093003e+00	-3.823053e+01	-4.132353e+01
1860	-0.375008	-1.2678	-1.31973	0.238889	0.152362	0.071115	0.488032	-0.538521	-1.54945	-1.26111	-0.986156	-1.39988	-1.24054	-0.26752	-1.25121	-1.81279	-0.558456	-0.802345	-1.67147	-8.576261e-01	-3.642685e+01	-3.728448e+01
1870	-0.695953	-0.37791	-0.963984	0.129937	0.173584	0.182482	0.458064	-1.53285	-0.285743	-1.26943	-1.65173	-0.533807	-1.29205	-0.257234	-1.11986	-1.08401	-0.518079	-0.822776	-1.42796	-4.292956e+00	-3.744323e+01	-4.173618e+01
1880	-1.13725	-1.79527	-1.23366	0.2603	0.173584	0.229147	0.495022	-1.19498	-1.92927	-0.731766	-1.36357	-1.55378	-0.879967	-0.839518	-1.37759	-1.42098	-1.10849	-0.571623	-1.13932	-6.237723e+00	-3.621292e+01	-4.245065e+01
1890	-1.54293	-0.121835	-2.09338	0.11572	0.139986	0.0721106	0.454959	-1.64414	-0.737386	-1.66655	-2.04309	-0.449064	-1.57861	-1.67612	-0.48466	-2.00091	-1.40423	-0.525532	-1.86615	7.373678e-01	-3.755861e+01	-3.682125e+01
1900	-1.9087	-0.676612	-2.06864	0.252806	0.199089	0.205882	0.483751	-2.0322	-0.496693	-2.20313	-1.80531	-0.322668	-2.07019	-0.950741	-0.253517	-1.90804	-0.767573	-0.726971	-1.86615	-3.686165e+00	-3.656194e+01	-4.024810e+01
1910	-1.3911	-0.0172777	-2.40258	0.251095	0.226011	0.0800806	0.495489	-1.52454	-0.207377	-2.24645	-1.53699	-0.0413624	-2.3211	-1.54073	-0.143378	-2.12167	-1.10212	-0.202474	-2.00249	8.950360e-01	-3.619891e+01	-3.530387e+01
1920	-1.47957	-0.285351	-2.28853	0.412036	0.216144	0.29769	0.499846	-0.770025	-0.713162	-1.83224	-0.322012	-0.558913	-1.87985	-0.747055	-0.704714	-2.45141	-1.1778	-0.36483	-1.57562	-9.388551e+00	-3.606993e+01	-4.545848e+01
