"","idChemical","strName","strCAS","strMF","Source","Type","numValue","RfDConsistent","dateAssessed","strHyperlink","strDateAssessed","strReference","POD type","numPOD","strUnitsPOD","BMR Type","strCriticalEffect","Adjusted","Route to Route","Animal to Human","strDR","numUF","numUFa","numUFh","numUFs","numUFl","numUFd","numUFother","UFsConsistent","strUFother","strRelatedCompound","Species","Strain","Sex","Route","intHoursPerDay","intDaysPerWeek","strDuration","Duration type","Organ","tblOrgan_strSex","strMOA","idEffect","Effect","tblEffect_strSex","DR Type","strEffectPOD","CV Type","strDoseUnits","strResponseUnits","strDoseConvertedUnits","strDoseHEqUnits","strComment","intDoseOrder","numDose","numDoseConverted","numDoseHEq","intAnimals","intAnimalsEffected","numMeanResponse","numSDResponse"
"118",348,"Endrin","72208","C12H8Cl6O","IRIS","RfD (mg/kg/day)",3e-04,0.83,1991-04-01,"http://www.epa.gov/iris/subst/0363.htm","4/1/1991","Velsicol Chemical Corporation. 1969. MRID. No. 00030198. Available from EPA. Write FOI, EPA, Washington, DC. 20460.","NOAEL",0.025,"mg/kg/day","NA","Mild histological lesions in liver, occasional convulsions","No","None","None","No",100,10,10,NA,NA,NA,NA,TRUE,NA,NA,"Dog",NA,"M/F","Oral diet",NA,NA,"2","Years","liver","Both","None",694,"nonneoplastic histopathology","Both","Dichotomous","mild histological lesions",NA,NA,NA,NA,NA,"slight vacuolization of hepatic cells",NA,NA,NA,NA,NA,NA,NA,NA
"119",274,"Ethion","563122","C9H22O4P2S4","ATSDR","Chronic Oral MRL (mg/kg/day)",4e-04,NA,NA,"http://www.atsdr.cdc.gov/toxprofiles/tp152.pdf","2000","Bailey DE. 1988. 90-Day subchronic toxicity study of ethion technical in dogs (A86-1990). Unpublished revised final report dated June 21, 1988 by Hazelton Laboratories America, Inc., Vienna,
Va for FMC Corp., Princeton, NJ. EPA MRID No. 40773301.","NOAEL",0.06,"mg/kg-day","NA","inhibition of brain acetylcholinesterase","NA","None","None","No",30,3,10,NA,NA,NA,5,FALSE,"an additional modifying factor of 5 was applied to protect against
possible long-term effects, seen in structurally-related cholinesterase inhibitors, which might be the
result of mechanisms other than cholinesterase inhibition, and to protect against possible susceptibility in
children.",NA,"Dog","Beagle","M/F","Oral diet",NA,NA,"90","Days","brain","Both","MOA Determination",3599,"enzyme activity","Both","Continuous","inhibition of brain acetylcholinesterase",NA,NA,NA,NA,NA,"Data reported as percent change from control",NA,NA,NA,NA,NA,NA,NA,NA
"120",274,"Ethion","563122","C9H22O4P2S4","OPP","Chronic RfD (mg/kg/day)",5e-04,1,NA,"http://www.epa.gov/opp00001/chem_search/reg_actions/reregistration/red_PC-058401_27-Apr-01.pdf","4/27/2001","MRID 41188401","NOAEL",0.05,"mg/kg/day","NA","plasma, rbc, brain cholinesterase activity","NA","None","None","No",100,10,10,NA,NA,NA,NA,TRUE,NA,NA,"Dog","Beagle","M/F","Oral diet",NA,NA,"1","Years","CNS","Both",NA,3779,"enzyme activity","Both",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",274,"Ethion","563122","C9H22O4P2S4","IRIS","RfD (mg/kg/day)",5e-04,1.2,1989-09-01,"http://www.epa.gov/iris/subst/0156.htm","9/1/1989","FMC Corporation. 1988. MRID No. 40773301. Available from EPA. Write to FOI, EPA, Washington DC 20460.","NOEL",0.06,"mg/kg-day","NA","Inhibition of brain cholinesterase","No","None","None","No",100,10,10,NA,NA,NA,NA,TRUE,NA,NA,"Dog","Beagle","M/F","Oral diet",NA,NA,"90","Days","brain","Both",NA,699,"neurotransmitter","Both",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",274,"Ethion","563122","C9H22O4P2S4","IRIS","RfD (mg/kg/day)",5e-04,NA,1989-09-01,"http://www.epa.gov/iris/subst/0156.htm","9/1/1989","FMC Corporation. 1970. MRID No. 00073157. FMC Corporation. 1988. MRID No. 40773301. Available from EPA. Write to FOI, EPA, Washington, DC 20460.

FMC Corporation. 1988. MRID No. 40773301. Available from EPA. Write to FOI, EPA, Washington DC 20460.","NOEL",0.05,"mg/kg/day","NA","Plasma cholinesterase inhibition","No","None","None","No",100,NA,10,NA,NA,NA,10,TRUE,"An additional UF of 10 was used to account for the brain cholinesterase inhibition observed at 25 ppm (0.71 mg/kg/day) in a subchronic dog study (FMC, 1988).",NA,"Human",NA,"Unspecified","Other",NA,NA,"66","Days","CNS","Both","None",695,"neurotransmitter","Both","Continuous","Plasma cholinesterase inhibition",NA,NA,NA,NA,NA,"The test period was divided into four sequential dosing regimens and a recovery period as follows: 1) 0.05 mg/kg/day - 21 days; 2) 0.075 mg/kg/day - 21 days; 3) 0.10 mg/kg/day - 21 days; 4) 0.15 mg/kg/day - 3 days; and 4) Recovery - 19 days. Test material was administered in corn oil solutions at dosages. Dosages were adjusted to body weight on a weekly basis. Control subjects received capsules containing corn oil.",NA,NA,NA,NA,NA,NA,NA,NA
"123",177,"Fluoranthene","206440","C16H10","IRIS","RfD (mg/kg/day)",0.04,NA,1993-07-01,"http://www.epa.gov/iris/subst/0444.htm","7/1/1993","U.S. EPA. 1988. 13-Week mouse oral subchronic toxicity study. Prepared by Toxicity Research Laboratories, Ltd., Muskegon, MI for the Office of Solid Waste, Washington, DC.","NOAEL",125,"mg/kg/day","NA","Nephropathy, increased liver weights, hematological alterations, and clinical effects","No","None","None","No",3000,10,10,NA,NA,NA,30,TRUE,"UF (subchronic to chronic extrapolation) and UF(database incomplete) were reported collectively as 30.",NA,"Mouse","CD-1","M/F","Oral gavage",NA,NA,"13","Weeks","kidneys","Both","None",2193,"nonneoplastic histopathology","F","Dichotomous","nephropathy",NA,"mg/kg/day",NA,NA,NA,"Incidence data are from Table 9 in primary report",NA,0,NA,NA,20,1,NA,NA
"124",177,"Fluoranthene","206440","C16H10","IRIS","RfD (mg/kg/day)",0.04,NA,1993-07-01,"http://www.epa.gov/iris/subst/0444.htm","7/1/1993","U.S. EPA. 1988. 13-Week mouse oral subchronic toxicity study. Prepared by Toxicity Research Laboratories, Ltd., Muskegon, MI for the Office of Solid Waste, Washington, DC.","NOAEL",125,"mg/kg/day","NA","Nephropathy, increased liver weights, hematological alterations, and clinical effects","No","None","None","No",3000,10,10,NA,NA,NA,30,TRUE,"UF (subchronic to chronic extrapolation) and UF(database incomplete) were reported collectively as 30.",NA,"Mouse","CD-1","M/F","Oral gavage",NA,NA,"13","Weeks","kidneys","Both","None",1043,"nonneoplastic histopathology","M","Dichotomous","Nephropathy",NA,"mg/kg/day",NA,NA,NA,"Incidence data are from Table 9 in primary report",NA,0,NA,NA,20,1,NA,NA
"125",177,"Fluoranthene","206440","C16H10","IRIS","RfD (mg/kg/day)",0.04,NA,1993-07-01,"http://www.epa.gov/iris/subst/0444.htm","7/1/1993","U.S. EPA. 1988. 13-Week mouse oral subchronic toxicity study. Prepared by Toxicity Research Laboratories, Ltd., Muskegon, MI for the Office of Solid Waste, Washington, DC.","NOAEL",125,"mg/kg/day","NA","Nephropathy, increased liver weights, hematological alterations, and clinical effects","No","None","None","No",3000,10,10,NA,NA,NA,30,TRUE,"UF (subchronic to chronic extrapolation) and UF(database incomplete) were reported collectively as 30.",NA,"Mouse","CD-1","M/F","Oral gavage",NA,NA,"13","Weeks","liver","Both","None",2191,"clinical chemistry","M","Continuous","increased SGPT levels","SD","mg/kg/day","U/l",NA,NA,"Dose-response data are from Table 6 in primary report.",NA,0,NA,NA,10,NA,21.9,5.79
"126",177,"Fluoranthene","206440","C16H10","IRIS","RfD (mg/kg/day)",0.04,NA,1993-07-01,"http://www.epa.gov/iris/subst/0444.htm","7/1/1993","U.S. EPA. 1988. 13-Week mouse oral subchronic toxicity study. Prepared by Toxicity Research Laboratories, Ltd., Muskegon, MI for the Office of Solid Waste, Washington, DC.","NOAEL",125,"mg/kg/day","NA","Nephropathy, increased liver weights, hematological alterations, and clinical effects","No","None","None","No",3000,10,10,NA,NA,NA,30,TRUE,"UF (subchronic to chronic extrapolation) and UF(database incomplete) were reported collectively as 30.",NA,"Mouse","CD-1","M/F","Oral gavage",NA,NA,"13","Weeks","liver","Both","None",1928,"organ weight","F","Continuous","increased absolute liver weights","SD","mg/kg/day","g",NA,NA,"Dose-response data are from Appendix I of primary report",NA,0,NA,NA,20,NA,1.443,0.102
"127",177,"Fluoranthene","206440","C16H10","IRIS","RfD (mg/kg/day)",0.04,NA,1993-07-01,"http://www.epa.gov/iris/subst/0444.htm","7/1/1993","U.S. EPA. 1988. 13-Week mouse oral subchronic toxicity study. Prepared by Toxicity Research Laboratories, Ltd., Muskegon, MI for the Office of Solid Waste, Washington, DC.","NOAEL",125,"mg/kg/day","NA","Nephropathy, increased liver weights, hematological alterations, and clinical effects","No","None","None","No",3000,10,10,NA,NA,NA,30,TRUE,"UF (subchronic to chronic extrapolation) and UF(database incomplete) were reported collectively as 30.",NA,"Mouse","CD-1","M/F","Oral gavage",NA,NA,"13","Weeks","liver","Both","None",1044,"organ weight","M","Continuous","increased absolute liver weights","SD","mg/kg/day","g",NA,NA,"Dose-response data are from Appendix I of primary report",NA,0,NA,NA,20,NA,1.742,0.235
"128",177,"Fluoranthene","206440","C16H10","IRIS","RfD (mg/kg/day)",0.04,NA,1993-07-01,"http://www.epa.gov/iris/subst/0444.htm","7/1/1993","U.S. EPA. 1988. 13-Week mouse oral subchronic toxicity study. Prepared by Toxicity Research Laboratories, Ltd., Muskegon, MI for the Office of Solid Waste, Washington, DC.","NOAEL",125,"mg/kg/day","NA","Nephropathy, increased liver weights, hematological alterations, and clinical effects","No","None","None","No",3000,10,10,NA,NA,NA,30,TRUE,"UF (subchronic to chronic extrapolation) and UF(database incomplete) were reported collectively as 30.",NA,"Mouse","CD-1","M/F","Oral gavage",NA,NA,"13","Weeks","liver","Both","None",2192,"clinical chemistry","F","Continuous","increased SGPT levels","SD","mg/kg/day","U/l",NA,NA,"Dose-response data are from Table 6 in primary report.",NA,0,NA,NA,10,NA,20.2,4.62
"129",177,"Fluoranthene","206440","C16H10","IRIS","RfD (mg/kg/day)",0.04,NA,1993-07-01,"http://www.epa.gov/iris/subst/0444.htm","7/1/1993","U.S. EPA. 1988. 13-Week mouse oral subchronic toxicity study. Prepared by Toxicity Research Laboratories, Ltd., Muskegon, MI for the Office of Solid Waste, Washington, DC.","NOAEL",125,"mg/kg/day","NA","Nephropathy, increased liver weights, hematological alterations, and clinical effects","No","None","None","No",3000,10,10,NA,NA,NA,30,TRUE,"UF (subchronic to chronic extrapolation) and UF(database incomplete) were reported collectively as 30.",NA,"Mouse","CD-1","M/F","Oral gavage",NA,NA,"13","Weeks","systemic","Both","None",1046,"clinical signs","Both","Dichotomous","clinical effects (salivation)",NA,NA,NA,NA,NA,"According to Table 1 of primary report, increased salivation was observed at several timepoints during the study in animals in the two highest dose group.  Increased salivation in the low dose group was only observed in 2/20 males at week 1.",NA,NA,NA,NA,NA,NA,NA,NA
"130",289,"Gamma-Hexachlorocyclohexane","58899","C6H6Cl6","HEAST","Oral Slope Factor (1/mg/kg-day)",1.3,NA,NA,"http://epa-heast.ornl.gov/heast.php?chemical=Hexachlorocyclohexane, Gamma-",NA,"Thorpe, E. and A.I.T. Walker. 1973. The toxicology of Dieldrin (HEOD). II. Comparative long-term oral toxicity studies in mice with Dieldrin, DDT, Phenobarbitone, beta-BHC and gamma-BHC. Food Cosmet Toxicol. 11: 433-442.",NA,NA,NA,NA,"liver tumors",NA,"None",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouse","CF-1","M","Oral diet",NA,NA,"110","Weeks","liver","Both",NA,3644,"neoplasia","Both","Dichotomous","liver tumors",NA,"mg/kg-day",NA,NA,NA,"combined incidence of hyperplastic nodules and hepatocellular carcinomas",NA,0,NA,NA,NA,45,11,NA
"131",289,"Gamma-Hexachlorocyclohexane","58899","C6H6Cl6","CalEPA","Oral Slope Factor (mg/kg-day)-1",1.1,NA,NA,"http://www.oehha.ca.gov/air/hot_spots/2009/AppendixB.pdf","1988","Thorpe E and Walker AIT. 1973. The toxicology of dieldrin (HEOD). II. Comparative long-term oral toxicity studies in mice with dieldrin, DDT, phenobarbitone, -BHC and -BHC. Food Cosmet Toxicol 11:433-442.

U.S. Environmental Protection Agency (US EPA). 1987. Health Assessment Document for Beryllium. Office of Health and Environmental Assessment, Washington DC.7-84.

U.S. Environmental Protection Agency (US EPA). 1988. Drinking Water Criteria Document for Lindane. Environmental Criteria and Assessment Office, Office of Health and Environmental Assessment, U.S. Environmental Protection Agency, Cincinnati, OH.",NA,NA,NA,"NA","liver tumors","NA","None","BW2/3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouse","CF-1","M","Oral diet",NA,NA,"110","Weeks","liver","Both",NA,2892,"neoplasia","Both","Dichotomous","liver tumors",NA,"ppm diet",NA,"mg/kg-day",NA,NA,NA,0,0,NA,45,11,NA,NA
"132",289,"Gamma-Hexachlorocyclohexane","58899","C6H6Cl6","OPP","Chronic RfD (mg/kg/day)",0.0047,1,NA,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,58-89-9",NA,"MRID: 42871201. Lindane: combined oncogenicity and toxicity study in dietary administration to Wistar rats for 104 weeks.","NOAEL",0.47,"mg/kg-day",NA,"Periacinar hepatocyte hypertrophy, increased liver/spleen weight, decreased platelets",NA,NA,NA,"No",100,10,10,NA,NA,NA,NA,TRUE,NA,NA,"Rat",NA,NA,NA,NA,NA,NA,"Duration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",289,"Gamma-Hexachlorocyclohexane","58899","C6H6Cl6","IRIS","RfD (mg/kg/day)",3e-04,1.1,1988-03-01,"http://www.epa.gov/iris/subst/0065.htm","3/1/1988","Zoecon Corporation. 1983. MRID No. 00128356. Available from EPA. Write to FOI, EPA, Washington D.C. 20460.","NOAEL",0.33,"mg/kg/day","NA","Liver and kidney toxicity","No","None","None","No",1000,10,10,10,NA,NA,NA,TRUE,NA,NA,"Rat","Wistar","M/F","Oral diet",NA,NA,"12","Weeks","liver","Both","None",738,"nonneoplastic histopathology","Both","Dichotomous","Liver toxicity",NA,NA,NA,NA,NA,"liver hypertrophy",NA,NA,NA,NA,NA,NA,NA,NA
"134",289,"Gamma-Hexachlorocyclohexane","58899","C6H6Cl6","IRIS","RfD (mg/kg/day)",3e-04,1.1,1988-03-01,"http://www.epa.gov/iris/subst/0065.htm","3/1/1988","Zoecon Corporation. 1983. MRID No. 00128356. Available from EPA. Write to FOI, EPA, Washington D.C. 20460.","NOAEL",0.33,"mg/kg/day","NA","Liver and kidney toxicity","No","None","None","No",1000,10,10,10,NA,NA,NA,TRUE,NA,NA,"Rat","Wistar","M/F","Oral diet",NA,NA,"12","Weeks","kidneys","Both","None",739,"nonneoplastic histopathology","Both","Dichotomous","kidney toxicity",NA,NA,NA,NA,NA,"Rats were observed to have greater-than-control incidence of the following: tubular degeneration, hyaline droplets, tubular distension, interstitial nephritis, and basophilic
tubules.",NA,NA,NA,NA,NA,NA,NA,NA
"135",289,"Gamma-Hexachlorocyclohexane","58899","C6H6Cl6","CalEPA","Inhalation Unit Risk (1/μg/m3)",0.00031,NA,NA,"http://www.oehha.ca.gov/air/hot_spots/2009/AppendixB.pdf","1988","Thorpe E and Walker AIT. 1973. The toxicology of dieldrin (HEOD). II. Comparative long-term oral toxicity studies in mice with dieldrin, DDT, phenobarbitone, -BHC and -BHC. Food Cosmet Toxicol 11:433-442.

U.S. Environmental Protection Agency (US EPA). 1987. Health Assessment Document for Beryllium. Office of Health and Environmental Assessment, Washington DC.7-84.

U.S. Environmental Protection Agency (US EPA). 1988. Drinking Water Criteria Document for Lindane. Environmental Criteria and Assessment Office, Office of Health and Environmental Assessment, U.S. Environmental Protection Agency, Cincinnati, OH.",NA,NA,NA,"NA","liver tumors","NA","Simple","BW2/3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouse","CF-1","M","Oral diet",NA,NA,"110","Weeks","liver","Both",NA,2893,"neoplasia","Both","Dichotomous","liver tumors",NA,NA,NA,NA,NA,"IUR was calculated from the cancer slope factor (see accompanying record) using a reference human body weight of 70 kg and an inspiration rate of 20 m3/day.",NA,NA,NA,NA,NA,NA,NA,NA
"136",897,"Guthion (Azinphos-Methyl)","86500",NA,"ATSDR","Chronic Oral MRL (mg/kg/day)",0.003,1,NA,"http://www.atsdr.cdc.gov/ToxProfiles/tp188.pdf","9/2008","Allen TR, Janiak T, Frei T, et al. 1990. 52-Week oral toxicity (feeding) study with azinphosmethyl
(E 1582) in the dog. Mobay Corporation. Submitted to the U.S. Environmental Protection
Agency. MRID41804801.","BMDL",0.3,"mg/kg/day","Other","inhibition of erythrocyte AChE activity in male dogs","NA","None","None","Yes",100,10,10,NA,NA,NA,NA,TRUE,NA,NA,"Dog","Beagle","M/F","Oral diet",NA,7,"52","Weeks","systemic","Both","MOA Determination",3605,"enzyme activity","M","Continuous","inhibition of erythrocyte AChE activity","SD","mg/kg-day","umol/mL/min",NA,NA,"BMR was 20% reduction in AChE activity",NA,0,NA,NA,4,NA,2.87,0.36
"137",897,"Guthion (Azinphos-Methyl)","86500",NA,"ATSDR","Chronic Inhalation MRL (mg/m3)",0.01,NA,NA,"http://www.atsdr.cdc.gov/ToxProfiles/tp188.pdf","9/2008","Kimmerle G. 1976. Subchronic inhalation toxicity of azinphos-methyl in rats. Arch Toxicol
35:83-89.","NOAEL",1.24,"mg/m3","NA","decreased erythrocyte AChE activity","Yes","None","RDDR","No",30,3,10,NA,NA,NA,NA,NA,NA,NA,"Rat","Wistar","M/F","Inhalation",6,5,"12","Weeks","PNS","Both","MOA Determination",4001,"neurotransmitter","Both",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",897,"Guthion (Azinphos-Methyl)","86500",NA,"OPP","Chronic RfD (mg/kg/day)",0.0015,0.99,NA,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,86-50-0","07/31/2006","MRID 41804801: Allen T. 1990. 52-week oral toxicity (feeding) study with Azinphos-methyl (E 1582) in the dogL Lab project number: R5064: 100644. (Unpublished study prepared by Bayer AG).","NOAEL",0.149,"mg/kg-day",NA,"significant decreases in red blood cell cholinesterase activity in both sexes and an increased incidence of diarrhea in males.",NA,NA,NA,"No",100,10,10,NA,NA,NA,NA,TRUE,NA,NA,"Dog","Beagle","M/F","Oral diet",NA,NA,"1","Years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",408,"Heptachlor","76448","C10H5Cl7","CalEPA","Oral Slope Factor (mg/kg-day)-1",4.1,NA,NA,"http://oehha.ca.gov/risk/ChemicalDB/index.asp","02/1999","Davis, H.J. 1965. Pathology report on mice fed aldrin, dieldrin, heptachlor or heptachlor epoxide
for two years. Internal FDA memorandum to Dr. A.J. Lehman, July 19. (Cited in Epstein, 1976).",NA,NA,NA,"10% ER","liver tumors",NA,NA,"BW3/4","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouse","C3H","M/F",NA,NA,NA,"2","Years","liver","Both","None",3236,"neoplasia","M",NA,"liver tumors",NA,"ppm diet",NA,NA,"mg/kg/day","The CSF is the geometric mean of male and female C3H mice and male B6C3F1 mice",NA,0,NA,0,73,22,NA,NA
"140",408,"Heptachlor","76448","C10H5Cl7","CalEPA","Oral Slope Factor (mg/kg-day)-1",4.1,NA,NA,"http://oehha.ca.gov/risk/ChemicalDB/index.asp","02/1999","Davis, H.J. 1965. Pathology report on mice fed aldrin, dieldrin, heptachlor or heptachlor epoxide
for two years. Internal FDA memorandum to Dr. A.J. Lehman, July 19. (Cited in Epstein, 1976).",NA,NA,NA,"10% ER","liver tumors",NA,NA,"BW3/4","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouse","C3H","M/F",NA,NA,NA,"2","Years","liver","Both","None",4390,"neoplasia","F",NA,"liver tumors",NA,"ppm diet",NA,NA,"mg/kg/day",NA,NA,0,NA,0,53,2,NA,NA
"141",408,"Heptachlor","76448","C10H5Cl7","CalEPA","Oral Slope Factor (mg/kg-day)-1",4.1,NA,NA,"http://oehha.ca.gov/risk/ChemicalDB/index.asp","02/1999","NCI. 1977. Bioassay of Heptachlor for Possible Carcinogenicity. NCI Carcinogenesis Tech.
Rep. Ser. No. 9 111 p. [Also publ. as DHEW Publication No. (NIH) 77-809], National Cancer
Institute, Washington, DC.",NA,NA,NA,"10% ER","liver tumors- carcinomas",NA,NA,"BW3/4","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouse","B6C3F1","M/F",NA,NA,NA,"80","Weeks","liver","Both","None",3222,"neoplasia","M","Dichotomous","liver tumors carcinomas",NA,"ppm diet",NA,NA,"mg/kg/day","The CSF is the geometric mean of male and female C3H mice and male B6C3F1 mice",NA,0,NA,0,19,9,NA,NA
"142",408,"Heptachlor","76448","C10H5Cl7","IRIS","Oral Slope Factor (1/mg/kg-day)",4.5,NA,1993-07-01,"http://www.epa.gov/iris/subst/0243.htm","7/1/1993","NCI (National Cancer Institute). 1977. Bioassay of Heptachlor for Possible Carcinogenicity. NCI Carcinogenesis Tech. Rep. Ser. No. 9. (Also published as DHEW Publication No. [NIH] 77-809).",NA,NA,NA,NA,"hepatocellular carcinomas","No","None","Other","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouse","B6C3F1","M/F","Oral diet",NA,NA,"80","Weeks","liver","Both","None",1597,"neoplasia","F","Dichotomous","hepatocellular carcinomas",NA,"ppm","incidence",NA,"mg/kg/day","The OSF is the geometric mean of the slope factors from male and female C3H (Davis, 1965) and male and female B6C3F1 mice (NCI, 1977).  Method for animal to human extrapolation was not reported.",NA,0,NA,0,10,2,NA,NA
"143",408,"Heptachlor","76448","C10H5Cl7","IRIS","Oral Slope Factor (1/mg/kg-day)",4.5,NA,1993-07-01,"http://www.epa.gov/iris/subst/0243.htm","7/1/1993","NCI (National Cancer Institute). 1977. Bioassay of Heptachlor for Possible Carcinogenicity. NCI Carcinogenesis Tech. Rep. Ser. No. 9. (Also published as DHEW Publication No. [NIH] 77-809).",NA,NA,NA,NA,"hepatocellular carcinomas","No","None","Other","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouse","B6C3F1","M/F","Oral diet",NA,NA,"80","Weeks","liver","Both","None",1596,"neoplasia","M","Dichotomous","hepatocellular carcinomas",NA,"ppm",NA,NA,"mg/kg/day","The OSF is the geometric mean of the slope factors from male and female C3H (Davis, 1965) and male and female B6C3F1 mice (NCI, 1977).  Method for animal to human extrapolation was not reported.",NA,0,NA,0,19,5,NA,NA
"144",408,"Heptachlor","76448","C10H5Cl7","IRIS","Oral Slope Factor (1/mg/kg-day)",4.5,NA,1993-07-01,"http://www.epa.gov/iris/subst/0243.htm","7/1/1993","Davis, K. 1965. Pathology Report on Mice Fed Aldrin, Dieldrin, Heptachlor and Heptachlor Epoxide for Two Years. Internal FDA memorandum to Dr. A.J. Lehman, July 19.

Reuber, M.D. 1977. Histopathology of Carcinomas of the Liver in Mice Ingesting Heptachlor or Heptachlor Epoxide. Exp. Cell Biol. 45: 147-157.

Epstein, S.S. 1976. Carcinogenicity of heptachlor and chlordane. Sci. Total Environ. 6: 103-154.",NA,NA,NA,"Other","hepatocellular carcinomas","No","None","None","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouse","C3H","M/F","Oral diet",NA,NA,"2","Years","liver","Both","None",1593,"neoplasia","M","Dichotomous","hepatocellular carcinomas",NA,"ppm","incidence",NA,"mg/kg/day","The OSF is the geometric mean of the slope factors from male and female C3H (Davis, 1965) and male and female B6C3F1 mice (NCI, 1977).  Method for animal to human extrapolation was not reported.",NA,0,NA,0,73,22,NA,NA
"145",408,"Heptachlor","76448","C10H5Cl7","IRIS","Oral Slope Factor (1/mg/kg-day)",4.5,NA,1993-07-01,"http://www.epa.gov/iris/subst/0243.htm","7/1/1993","Davis, K. 1965. Pathology Report on Mice Fed Aldrin, Dieldrin, Heptachlor and Heptachlor Epoxide for Two Years. Internal FDA memorandum to Dr. A.J. Lehman, July 19.

Reuber, M.D. 1977. Histopathology of Carcinomas of the Liver in Mice Ingesting Heptachlor or Heptachlor Epoxide. Exp. Cell Biol. 45: 147-157.

Epstein, S.S. 1976. Carcinogenicity of heptachlor and chlordane. Sci. Total Environ. 6: 103-154.",NA,NA,NA,"Other","hepatocellular carcinomas","No","None","None","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouse","C3H","M/F","Oral diet",NA,NA,"2","Years","liver","Both","None",1594,"neoplasia","F","Dichotomous","hepatocellular carcinomas",NA,"ppm","incidence",NA,"mg/kg/day","The OSF is the geometric mean of the slope factors from male and female C3H (Davis, 1965) and male and female B6C3F1 mice (NCI, 1977).  Method for animal to human extrapolation was not reported.",NA,0,NA,0,53,2,NA,NA
"146",408,"Heptachlor","76448","C10H5Cl7","IRIS","Inhalation Unit Risk (1/μg/m3)",0.0013,NA,1993-07-01,"http://www.epa.gov/iris/subst/0243.htm","7/1/1993","Davis, K. 1965. Pathology Report on Mice Fed Aldrin, Dieldrin, Heptachlor and Heptachlor Epoxide for Two Years. Internal FDA memorandum to Dr. A.J. Lehman, July 19.

Reuber, M.D. 1977. Histopathology of Carcinomas of the Liver in Mice Ingesting Heptachlor or Heptachlor Epoxide. Exp. Cell Biol. 45: 147-157.

Epstein, S.S. 1976. Carcinogenicity of heptachlor and chlordane. Sci. Total Environ. 6: 103-154.

NCI (National Cancer Institute). 1977. Bioassay of Heptachlor for Possible Carcinogenicity. NCI Carcinogenesis Tech. Rep. Ser. No. 9. (Also published as DHEW Publication No. [NIH] 77-809).",NA,NA,NA,"Other","hepatocellular carcinomas (from oral data presented with OSF; method for route-to-route extrapolation not reported)","Yes","Other","Other","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",408,"Heptachlor","76448","C10H5Cl7","IRIS","RfD (mg/kg/day)",5e-04,1,1991-03-01,"http://www.epa.gov/iris/subst/0243.htm","3/1/1991","Velsicol Chemical Corporation. 1955a. MRID No. 00062599. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","NOEL",0.15,"mg/kg/day","NA","liver weight increases in males","No","None","None","No",300,10,10,NA,NA,3,NA,TRUE,NA,NA,"Rat","Carworth farm","M/F","Oral diet",NA,NA,"2","Years","liver","Both","None",1589,"organ weight","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
